,text,withheld_in_countries,hashtags,lang,possibly_sensitive,verified_account,followers_count,location,withheld_anywhere,popularity_score
55787, ถ้า 'ผู้ชุมนุม' ติดโควิดฯ สักคน รัฐจะทำอะไร คงไม่ต้องสาธยาย แต่นี่ 'ตำรวจคุมม็อบ' ติดโควิดฯ ไง เลยต้องเงียบๆ ไว้ ... 🤫,[],[],th,0.0,False,135,,False,0.0006052632551213083
55796, ออกไม่หยุดเลยโว้ยยยยยยยยยย ,[],[],th,0.0,False,43,,False,0.0019146481843669548
55802, อห ฮารุโตะเกินต้าน ,[],[],th,1.0,False,8,,False,0.001982451222973462
55806, นี่คือสิ่งยืนยันว่าถึงแม้จะหายไปจากทวิต แต่ไม่เคยไม่คิดถึงพี่เป๊กเลย ไปอยู่ใต้ขนอมก็ไปตามรอยมาแล้ว รถก็ยังติดสตก.นุช(ต…,[],[],th,0.0,False,382,,False,0.024333917206194797
55811, ไม่ได้หวังให้ศิลปินที่ชอบต้องเป็นคนดีอะไรมากมายหรอกนะ แค่หวังให้เขาไม่ทำอะไรที่มันเกินขอบเขตความเป็นมนุษย์เท่านั้นเลยจริงๆ,[],[],th,0.0,False,178,,False,0.0048760059821911375
55816, Sculpturebkk ตู้ถ่ายรูปออริที่สุดของคัลเจอร์นี้ คราวนี้มาพร้อม random sculpture club ตู้กดสารพัดของกุ๊กกิ๊ก ที่เท่มากๆ คราว…,[],[],th,0.0,False,838,,False,0.00022889744742734034
55839," คุณพอร์ทที่ร้องเพลงนี้ถูกจับกุมด้วยข้อหา ม.112 ช่วยกันกระจายข่าวด้วยค่ะ
#Saveพอร์ทไฟเย็น
 ",[],['Saveพอร์ทไฟเย็น'],th,0.0,False,273,,False,0.002759321387510868
55844, โอ้ยเขินหุ่นเค้า 185cm 🥺🥺 ,[],[],th,0.0,False,549,,False,0.004035896243347019
55858, เมะเด็ก + ลูกหมา + ขี้อ้อน = สูงสุดของพีระมิด ( ในใจกุ ),[],[],th,0.0,False,42,,False,0.007539767362667002
55865," โหอันนี้ดีอ่ะ ล่าสุดกรุงโซลมีนโยบายช่วยค่าเช่าบ้านรายเดือนให้กับหนุ่มสาวที่อายุ 19-39 ปี
โดยเค้าจะช่วยเหลือเดือนละ 200,0…",[],[],th,0.0,False,34,,False,0.002356455748420365
55866, ขอขอบคุณเจ้าของเรื่อง ,[],[],th,0.0,False,59,,False,0.0031077361788342185
55889, พี่ผัวนะ                                   แต่ผมผัวพี่ ,[],[],th,0.0,False,88,,False,8.450951323217768e-06
55896, เอ้อ แฮชานนางซีนเลิศอีกแล้วเด้อ จ้องตาผู้สองวิ ผู้เกาคางให้ งงค่า ,[],[],th,0.0,False,398,,False,0.00014875495556760984
55901,"คิวว่างค้าบ 🌈

ดูดวงกับเราเป็นทั้งเพื่อน &amp; ที่ปรึกษา 
พร้อมรับฟังและให้คะแนะนำได้ตลอดน้า

จองคิวแอดไลน์  

Review #cantouchreview

#ดูดวง #ดูดวงการงาน #ดูดวงไพ่ยิปซี 
#ดูดวงความรัก #รีวิวดวง #ดูดวงการเรียน 
#ดูดวงฟรี #รีวิวหมอดู #dek64 #tcas64 ",[],[],th,0.0,False,1481,,False,0.00018731979443962268
55927, ข่าวการ์ดแพง555555555555555 แพงจิง  ,[],[],th,1.0,False,741,,False,0.00014698086084400646
55928," ชาวบางกลอย ถูกฟ้องดำเนินคดี จำนวน 22 คน เรียกเงินประกัน คนละ 200,000 บาท 

แต่คนบางประเภท รุกป่าสร้างบ้านหรูให้พวกพ้อง…",[],[],th,0.0,False,7,,False,0.0010448920676231373
55929, พิน้งจ้านใส่รองเท้าสเก็ตทำให้สูง 200 ซม.แต่ทำไมนุยังตะเร้กจิ๊ดนุงอะคั่บบบบบบ ,[],[],th,0.0,False,463,,False,0.0008216876591891954
55942, ก็ใช่ไง เเล้วมาดิ้นกันทำไม งง,[],[],th,0.0,False,183,,False,0.002251730151645739
55944, ทำไมถึงเอาความชอบธรรมของม็อบไปผูกกับรูปแบบการประท้วงที่เรียกว่าสันติวิธี? ทำไมเราถึงตั้งเงื่อนไขต้อนตัวเองแบบนั้นว่าถ้าเราไ…,[],[],th,0.0,False,108,,False,0.01170650552431854
55949, ท่อนสุดท้ายเพลง Friends แทฮยองใช้โน๊ตเสียงต่ำอะ คือสุดมาก ขนาดนักร้องประสานเสียงยังร้อง ว้าว ชื่นชมกันทั้งนั้นเลย ,[],[],th,0.0,False,86,,False,0.010814749568758159
55955, เด็กไทยถูกปลูกฝังให้อดออมมาตลอด แต่ไม่เคยสอนวิธีหาเงินเลย,[],[],th,0.0,False,971,,False,0.003594149533137374
56047, แงงงงงน้องเยดัมตอนเบบี๋🤲🏻👶🏻💖น่ารักมั่กกกกก โอ่ยยยยใจเจ็บบบ เบบี๋ทำไมน่ารักขนาดนี้คะเนี่ย🤏🏻🤏🏻🤏🏻 ,[],[],th,0.0,False,147,,False,0.000489652546232706
56066, แฮชานกับคอเต่าเกินไปเรื่องไปมาก ,[],[],th,0.0,False,353,,False,0.00039285643768166025
56099, เกาหลีปังไม่หยุด กูนึกว่าของจริงมาตลอด ,[],[],th,0.0,False,152,,False,0.001991743025808611
56104," ร้องแฮปปี้เบิร์ดเดย์เวอร์ชั่น R&amp;B ฉบับยอนจุน เร่าร้อนรุ่นแรงมาก  555555555555
 ",[],[],th,0.0,False,4300,,False,0.0036733441700452572
56133, กี้ดเดดดดดสวยมากกกกก😳😳 #ROSÉ ,[],['ROSÉ'],th,1.0,False,74,,False,0.004857609554905548
56134, ฟังเสียงจิ้งจกมากกว่าประชาชนอีกหวะ5555,[],[],th,0.0,False,17,,False,0.0022908208167441565
56149," คิดแนวpwpออกอีกแล้วฮะ

พระเอกเป็นอาจารย์มหาลัยหุ่นแซบเปิดอนลี่แฟน+นัดเย็บได้ทั้งชายหญิงแต่ต้องอยู่ในข้อตกลงของเขาและจะไม่นัด…",[],[],th,0.0,False,52,,False,0.0027299295462249926
56214, จวกเพลงแฟนคลับ มิว-กลัฟ ก็อปเพลงแฟนคลับเป๊ก ผลิตโชค #บังเอิญเฉยๆไม่ได้ก๊อป พุ่งอันดับ1  via @Mat…,[],['บังเอิญเฉยๆไม่ได้ก๊อป'],th,0.0,False,642,,False,0.004989096024075882
56240,ใดๆคือพี่โฮปหล่อมาก,[],[],th,0.0,False,86,,False,0.00021349995286140468
56241, แต่ครูสมัยมัธยมไม่ได้แค่ประสาทแดกเรื่องการแต่งตัวนะ แม้แต่กินน้ำในห้อง ไปเข้าห้องน้ำ ส่งงานต้องคลายเข้าไป คือเป็นเหี้ยไรนัก,[],[],th,0.0,False,42,,False,0.00019215967265870252
56270, เก็บกระเป๋ารอแน้วนะ George seoul ( ´△｀) ,[],[],th,0.0,False,195,,False,0.00034860222343470525
56284," ภาพอาสาดับไฟในป่าที่เหยียบถ่าน ร้อนจนชา จนไม่รู้ว่าไฟไหม้ขากางเกง 

สนับสนุนงานอาสาสมัครดับไฟป่าได้ที่
บัญชีกองทุนภัยพิบัติ (S…",[],[],th,0.0,False,149,,False,0.003048317859673814
56286, โมเม้นนี้น่ารักมากๆเลย พี่ฮีกับพี่ชิ้นถือเค้กมาเซอร์ไพร์ส พี่ย้งเป็นเมเนเอสเจมา10ปีแล้ว  ,[],[],th,1.0,False,3215,,False,0.001299521008306713
56308, นิยามปอร์เช่กับเติ้ดหน่ะหรอ โบ๊ะบ๊ะมาก ทับใจ5555555555555555555555555 ,[],[],th,0.0,False,142,,False,0.01646582757136324
56322, พิแจ็คกุแอดวานซ์ขึ้นเรื่อยๆ555555555 ,[],[],th,0.0,False,169,,False,0.0002690768539849339
56323, ความอ้วนเคยเป็นสัญลักษณ์ของความงามนะคะ สมัยนู้นนนน เขาว่ามันคือสัญลักษณ์ของความอุดมสมบูรณ์ รูปปั้นหรือรูปวาดสมัยก่อนยังเป็น…,[],[],th,0.0,False,66,,False,0.001487422043111529
56324, เออจริง เป็นคนอ้วนนี่มันห้ามมีความสุขเหรอ ต้องรอจนผอมแล้วค่อยกล้าแต่งตัว ค่อยกล้าชื่นชมรูปร่างหน้าตาของตัวเองงั้นเหรอ ต้องใ…,[],[],th,0.0,False,271,,False,0.016381331970362928
56331," ฮื้อออออออ อยากซับน้ำตาให้ครูเธียร🥺 EP.8 เปียกปอนแน่นอน ห้ามพลาดเด็ดขาดเลยนะคะ

""นิทานพันดาว 1000stars"" 🌟
ทุกวันศุกร์ เวลา 20:30…",[],[],th,0.0,False,5,,False,0.008535360614424886
56336, ความพยายามไม่เคยทรยศใคร มีแต่คนที่สมหวังเท่านั้นแหละพูดได้,[],[],th,0.0,False,102,,False,0.004166905430872327
56350, เด็กป.5ลาออกจาโรงเรียนเพื่อดูแลพ่อที่ป่วย คนไทยแห่ชื่นชน คุณพี่จะมองแต่ความกตัญญูไม่ได้ คุณพี่เห็นความชิบหายเชิงโครงสร้าง…,[],[],th,0.0,False,2,,False,0.0010483817982118063
56419, เราปล่อยให้เด็กอายุ15-16 เครียดและโกรธตัวเองขนาดนี้ได้ไง 🥲,[],[],th,0.0,False,210,,False,0.01316587500626249
56435, ล่าสุดเพื่อนที่เป็นExtraไปทำงาน แล้วโดนทีมงานในกองพูดกระแหนะกระแหนว่า 'Extraเค้าไม่กินน้ำเปล่านะจ๊ะ' เพราะเพื่อนซื้อน้ำอัดล…,[],[],th,0.0,False,9,,False,2.3558342628836392e-05
56438,สึมูมูกิ ,[],[],th,0.0,False,119,,False,0.00021696301617415688
56450, วันนี้หลอนมาก นั่งกันอยู่ในห้อง ละน้องคนกลางอ่านเรื่องไรไม่รู้ที่มันงงๆ ละอยู่ๆก็ได้ยินเสียงว่า “ชีวิตมนุษย์นี่มันยากเย็นเหมือ…,[],[],th,0.0,False,8,,False,3.031832638555285e-05
56480," จจ. : หนูขอบคุณพี่หนุ่มมาก 
พี่หนุ่มมีวิจารณญาณ ในการนำเสนอข่าว
 พี่หนุ่มถามหนูก่อน แล้วก็สืบข่าวก่อน เพราะพี่หนุ่มสื่ออะไรไป…",[],[],th,0.0,False,130,,False,0.0005431680095296044
56513," พิกัด:รามอินทรา💦สวย นมใหญ่ ตรงปก
💸1,500/1ชม. รวมห้อง+ถุงยาง
🆔 hi-6245
☎️ 082-5049375
#เด็กรับงาน #รับงานรามอินทรา #สาวแท้…",[],"['เด็กรับงาน', 'รับงานรามอินทรา']",th,0.0,False,0,,False,1.5677683549093098e-06
56563, คิดว่าเกาหลีเหยียดเราเพราะรัฐบาลอีตู่จริงหรอ 55555555 ไม่ จะรัฐบาลไหนถ้าเรายังอยู่ต่ำกว่ามันมันก็เหยียด ดูถูกหมดแหละ,[],[],th,0.0,False,54,,False,1.9586713541728614e-05
56599, ชอบทำ  เขียนงี้ครับ,[],[],th,0.0,False,415,,False,0.0009026401950490059
56619, จากกรณีที่คุณตาคนไทยในอเมริกาถูกทำร้ายร่างกายโดยฝรั่งเพราะการ racist ตอนนี้จึงมีแท็กเรียกร้องความเป็นธรรม #JusticeForVicha แ…,[],['JusticeForVicha'],th,0.0,False,418,,False,8.828557201729112e-05
56646,อยากวาดแต่ขก/นอน,[],[],th,0.0,False,610,,False,0.0017955193323630598
56657, อัยการสั่งฟ้องคดี 2 สมาชิก 'ขอคืนไม่ได้ขอทาน' ถือป้ายสวัสดีปีใหม่ 'ประยุทธ์' หน้าทำเนียบฯ กีดขวางทางสาธารณะ เพื่อเรียกร้องใ…,[],[],th,0.0,False,25,,False,0.0084437971585022
56665, งงสุดคือตอนประถม คอแห้งเลยยกน้ำมาดื่มละครูบอกว่าเรียนอยู่ยังจะดื่มน้ำอีก เอ้าคือกุต้องกระหายน้ำตอนไหนเหรอ,[],[],th,0.0,False,26,,False,0.00023760867856979347
56705, เขินไรไม่รู้ แต่เขินมาก #SUNGCHAN ,[],['SUNGCHAN'],th,1.0,False,306,,False,2.3370545345419618e-05
56707," ภาพดีมากกกกกกกก ฮืออออ ชอบบ 🥺

#ตสนตหธอกค ",[],['ตสนตหธอกค'],th,0.0,False,8,,False,0.00024170575957249146
56718, เกาหลีเงินเดือนเฉลี่ย90kของวายจีที่ออกมาราคา1k เงินเดือนเค้าซื้อได้สบายมากๆอะถึงเป็นนักเรียนก็ทำงานพาร์ทไทม์แปปเดียวก็ได้…,[],[],th,0.0,False,66,,False,0.0026781421086651503
56734," ""เดี๋ยวนี้บุญกุศลกับเวรกรรมมาในรูปแบบฟลว.หรอ?"" ",[],[],th,0.0,False,337,,False,0.008220184967910929
56774," (แวะมาขายจา ตั้งแผงงง)

ซีรี่ย์ในโควทมีชื่อว่า Star of the universe คุณพี่สุดหล่อที่ใส่แมสมีคือ ""ซูโฮวง exo"" ค่ะ ในเรื่องรับบท…",[],[],th,0.0,False,73,,False,0.00790374978937978
56776, กุตอนดูคู่ชิปคู่อื่นมีโมเม้น แล้วคู่กุยังไม่มีสักที,[],[],th,0.0,False,17,,False,0.00010195489856494141
56791," หยิบเอาโทรศัพท์คนในบ้านมาโหวตเลยค่ะ  

Vote 👇👇



#อยากเห็นพี่มิวได้ถ้วยต้องช่วยกัน",[],['อยากเห็นพี่มิวได้ถ้วยต้องช่วยกัน'],th,0.0,False,236,,False,0.013489972239078114
56817, นิวซีแลนด์กลับสู่การใช้ชีวิตปกติ จาซินดา อาร์เดิร์น นายกรัฐมนตรีหญิงนิวซีแลนด์ นำประชาชนที่ได้รับการฉีดวัคซีนโควิดแล้วมา…,[],[],th,0.0,False,1,,False,0.0008926164625095909
56845,Tfcvbhhgิ้ด้ทาามทอเ้า่แปฟฟหหหหป,[],[],th,0.0,False,1,,False,1.1791941776377042e-05
56852," อยู่บ้าน เล่นเกมเพลินๆ #โควิด19 #เป๋าตัง #เราชนะ
#แจกฟรีไม่รีได้ไง #แจกอั่งเปา",[],"['โควิด19', 'เป๋าตัง', 'เราชนะ', 'แจกฟรีไม่รีได้ไง', 'แจกอั่งเปา']",th,0.0,False,83,,False,2.795366508249093e-06
56855, พี่ยอนฮัมรัย ,[],[],th,0.0,False,29,,False,0.0030184081880709444
56858, โอ๊ยยยย น้องฉลาดมากกก ,[],[],th,0.0,False,51,,False,0.0017139819731292025
56868, ข้ามถนนที่เวียดนาม อยากข้ามก็ข้ามเลย เดี๋ยวรถเดี๋ยวมอเตอร์ไซค์จะหลบคนเอง เพื่อนเวียดนามเราบอกว่าทางเดียวที่จะโดนรถชนที่นี่คือคน…,[],[],th,0.0,False,97,,False,0.0006630360568030514
56869," แจก 500 ค่า 

📍รีทวิต 
📍เมนชั่นรูปที่ซื้อเพลงมาร์คค่ะ แอพไหนก็ได้ ขอแบบเสียเงินซื้อนะคะ 

อย่าลืมไปฟังกันค่า มาร์คต้วนหล่อเพลงให…",[],[],th,0.0,False,0,,False,2.2732641146184993e-05
56879, แต่ประเทศแถบนี้ก็คล้ายๆกันหมดคือผู้ชายชอบสูบบุหรี่มาก ทุกหย่อมหญ้า กุปวดหัว รถสาธารณะดีจริง แบบมาตรงเวลาไม่ค่อยเลท มีตารางมี…,[],[],th,0.0,False,41,,False,0.0011785135835079195
56882, ประเทศที่แบนเว็บโป๊ เซ็กส์ทอยผิดกฏหมายแต่ข่าวข่มขืนรายวัน เป็นเมืองกะหรี่โลกแต่sex workersผิดกฏหมาย เงี่ยนศีลธรรมผิดกั้นการ…,[],[],th,0.0,False,527,,False,0.0010754699434838016
56903,@darkrabbithouse พ้มใช้นิ้วหรือไม่ก็ไข่สั่นเอาตลอดเลย ใครโดนหำไม่เคยเสร็จลองใช้ดูงับ,[],[],th,0.0,False,195,,False,2.5380647597569223e-05
56950, สิ่งที่นายทุนให้ไม่ได้ ,[],[],th,0.0,False,82,,False,0.004907002396275831
56955,"@1992Earthh @BTS_twt นัมจุน = นัมจุน ป๋านัม 
จิน = พี่จิน ลุงจิน
ยุนกิ = พี่ก้า เฮียกิ เฮียก้า ชูก้า 
โฮซอก = พี่โฮป เจโฮป 
จีมิน = จีมิน จีม พี่จีมิน ปาร์ค 
แทฮยอง = แทแท วี น้องแท คิมแทฮยอง แทฮยอง
จองกุก = จองกุก น้องกุก จกู๊ก ปุ๊ก กุกกี้ กาตุ่ย เจเค น้องจ๋า
BTS = บังทัน bts #VoteBTS #KCA @BTS_twt",[],[],th,0.0,False,869,,False,0.04522149645444017
56963, การต่อสู้ไททันครั้งแรกของแจนบอย แจนก็กลัวตายมากนะดูออก แต่พอเห็นมิคาสะร่วงลงไปแจนก็จะพุ่งไปช่วยให้ได้แล้วนะแต่คอนนี่ห้ามไว้…,[],[],th,0.0,False,6,,False,0.0003827375532852149
56965," อื้อหื้อออ เหมือนอนิเมะ
©️_谢允 ",[],[],th,0.0,False,20,,False,0.0005710799687523149
57019," อาเซียนร่วมใจ?
ถ้าย้อนกลับไปดูประวัติศาสตร์ของโลก ประเทศในภูมิภาคเอเชียตะวันออกเฉียงใต้ที่รวมตัวกันในชื่อ “อาเซียน” คงติด…",[],[],th,0.0,False,16,,False,0.009085495187806547
57022, ไม่เคยได้แต่ขอแจกบ้าง;-; 100 บาท 1 คนค่ะ รีเลย สุ่มพรุ่งนี้ 18.00,[],[],th,0.0,False,806,,False,0.0020976447737166793
57051," ห๊ะ! กีฬาสีหมีนุชเริ่มแล้ว!!
อ่าาาา.. Lucky box v.3 ไม่เดินเลยจ้าาาาา 
#หมีฟ้าพาซิ่ง
#หมีม่วงควงสวาท
#กีฬาสีหมีนุช702 
#…",[],"['หมีฟ้าพาซิ่ง', 'หมีม่วงควงสวาท', 'กีฬาสีหมีนุช702']",th,0.0,False,331,,False,0.003285431996146533
57059," แจกกิจปลอบค่า 1 บาท 4 คน
°ให้คนที่มารี 2 คน
•ให้คนที่มาเมนชั่นอีก 2 คน
ใครไวก่อนได้ก่อน เริ่ม!!
ปล.เดี๋ยวเราทักไปขอเลขบัญชีนะ…",[],[],th,0.0,False,541,,False,0.0010383150105697792
57067," คนสับไพ่ก็ต้องออดิชั่นนะ อยู่ดีๆไปขอออกกล้องไม่ได้ โปรดักชั่นร้อยล้านของนางเราต้องยอมม

 #LILIFILM_THEMOVIE #LISA ",[],"['LILIFILM_THEMOVIE', 'LISA']",th,0.0,False,103,,False,0.0004265051098990889
57068, มึง คิวต่อแถวไหว้พระตรีมูรติ กุถามจริง ... ,[],[],th,0.0,False,119,,False,0.025022977811726712
57108,อฟกลิ่นมิ้นท์เบอรี่,[],[],th,0.0,False,231,,False,5.664198919072418e-05
57112," ใครคิดถึงดาว มาเลยค่ะ
พร้อมนัด ฟิวแฟน อม เลีย ได้
สนใจแอดไลน์ majixx69
#รับงานชลบุรี
#รับงานแหลมฉบัง
#รับงานอมตะนคร 
#รับงานบ…",[],"['รับงานชลบุรี', 'รับงานแหลมฉบัง', 'รับงานอมตะนคร']",th,0.0,False,9,,False,5.644067568331801e-07
57117," 2.ควยทหารหอมหวาน ลีลาดูดขั้นเทพมาก
ไม่ชอบจริง ไม่ทำให้ขนาดนี้
#ฝากติดตามด้วยครับ
#ฝากรีทวิตด้วยนะครับ ",[],"['ฝากติดตามด้วยครับ', 'ฝากรีทวิตด้วยนะครับ']",th,0.0,False,10,,False,5.8605515003034866e-05
57118, เรื่องที่การศึกษาไทยแทบไม่กล้าสอน . ,[],[],th,0.0,False,36,,False,0.00037225095878592985
57120, วันนั้นมาถึงจริงๆเหมียนหมาแน่TT ,[],[],th,0.0,False,1,,False,0.0003616655796469713
57134," ใครอยู่ตั้งแต่สามทุ่มบ้าง
#หมีฟ้าพาซิ่ง
#กีฬาสีหมีนุช702
@PeckPalit 
#เป๊กผลิตโชค
#PeckPaLitChoke ",[],"['หมีฟ้าพาซิ่ง', 'กีฬาสีหมีนุช702', 'เป๊กผลิตโชค', 'PeckPaLitChoke']",th,0.0,False,61,,False,0.00706354439122534
57199," 🚨ย้ำ!!🚨 วันนี้ 15:00 น. พบกันที่อนุสาวรีย์ประชาธิปไตย โปรดเตรียมตัวให้พร้อม! แล้วพบกัน ||| 
.
#ม็อบ13กุมภา #ยกเลิก112 ht…",[],"['ม็อบ13กุมภา', 'ยกเลิก112']",th,0.0,False,20,,False,0.0025587489480515015
57241,@Kaokann2 โถ่เอ้ยยย,[],[],th,0.0,False,48,,False,1.6510396870384906e-05
57248, ประชาชนพม่าโดนฆ่าตายไปแล้ว459คน...,[],[],th,0.0,False,116,,False,5.997135095183033e-06
57249, อย่าเเกงลูก555555 ,[],[],th,0.0,False,340,,False,0.0004104479452738735
57255, โกงตั้งแต่อายุ 15 ตอนนี้อายุ 21 แล้วก็ยังโกงอยู่ ดวงโจร ดวงมิจฉาชีพของจริง กลโกงมันก็คือเปิดร้านใหม่ ชอบลดแลกแจกแถมให้ลูก…,[],[],th,0.0,False,487,,False,0.0010404157592709626
57268, ตำนานจริงคลิปนี้ คืนความสุขให้ปชชยิ่งกว่ารัฐบาล ก็มิโนแล้วค่ะ ซงพระเจริญ ,[],[],th,0.0,False,171,,False,9.721228262566068e-05
57282, เขินสเตปพี่องอะ แงๆๆๆๆๆ 😭 ,[],[],th,0.0,False,193,,False,0.00491988609339532
57284,รับบทนางจัดคอนเอกโสไปอ่านนิยายไป 🥲🥲🥲,[],[],th,0.0,False,83,,False,0.00021235373661446016
57303," ซับอันนี้คืออะไร ""ตกใจหมดเลย น้องขี่มอไซค์"" 55555555555555555555555555555 ",[],[],th,0.0,False,32,,False,0.005185687681350918
57320, ฮรือออ น้องพีพีได้รางวัลแน้วววว 😭😭 ,[],[],th,0.0,False,10007,,False,0.007051517468724836
57371, เทรดนี้จะมาพูดถึงประเทศจีน 🇨🇳 ในแง่มุมที่แค่ได้ไปเที่ยวมากกว่า 14 ครั้ง แล้วเห็นพัฒนาการของประเทศจีนและสังเกตจากสิ่งต่า…,[],[],th,0.0,False,228,,False,0.031113509473148844
57374," ฉันเคยร้องไห้เพราะภาพแบบนี้เลยค่ะ #เตนิว 

ป.ล. แก้มคือไฮไลต์นะคะ ไม่ได้โดนทุบมาค่ะ ฮือ 😅 ",[],['เตนิว'],th,0.0,False,21,,False,0.001352646172789163
57412, โอย สปีชคนนี้ดีมาก ตีแผ่ประเด็นความเลื่อมล้ำ ของผลกระทบชาวบ้านและเป็นสันติวิธี พูดถึงประเด็น #หมู่บ้านทะลุฟ้า  ทุกปัญหาที่ถูก…,[],['หมู่บ้านทะลุฟ้า'],th,0.0,False,1867,,False,0.004004509845846149
57428, ชอบของเดอะบอยอันนี้มาก ดูกี่ทีๆก็รู้สึกขนลุก เดอะบอยเก่งกันมากๆเลย😭💖🤍 ,[],[],th,0.0,False,591,,False,0.004584984511473407
57432,@maybechapeach ใครให้ปิด,[],[],th,0.0,False,1069,,False,0.0007843510682050433
57440, เบื้องหลัง                        ภาพที่ได้ ,[],[],th,0.0,False,331,,False,0.002880163876402476
57444, นอนเถอะะะ #หวานใจมิวกลัฟไม่เช้าไม่นอน,[],['หวานใจมิวกลัฟไม่เช้าไม่นอน'],th,0.0,False,59,,False,0.011477267541517568
57454, กุไม่กลัวหรอกคนในทวิตรู้เรียล กุกลัวคนในเรียลรู้ทวิตกุมากกว่า,[],[],th,0.0,False,156,,False,0.004535059308655559
57490, แงวคนอื่นชอบกินรัยไม่รู้ แต่แงวของเลาน้องเค้าโปรดปรานตอบี้มาก 🍓🍓🍓 ,[],[],th,0.0,False,55,,False,0.000141906324339212
57507," rt : ลั่นบอดี้ค้าบ เห็นหน้าอกเต็มๆแอบแรงนิดหน่อย
#imgforลั่น ",[],['imgforลั่น'],th,0.0,False,0,,False,2.612947258182183e-07
57521," โอ้โหพ่อออ เพิ่งเห็น.... พ่อหล่อมากกกกกกกกกกกกกกก พ๊อออออออออออออออออออ ไบร์ททททททโซฮอทมากกก 🔥🔥🔥🔥🔥🔥🔥

@bbrightvc #bbrightvc…",[],['bbrightvc'],th,0.0,False,200,,False,0.03453814031341808
57522," ตั้งแต่กลัฟเป็น Friend of Sulwhasoo ก็เห็นหน้ากลัฟทั่วกรุงเทพเลย แต่เห็นทุกรอบก็ถ่ายทุกรอบเลยนะ 555555555 

#SulwhasooxShop…",[],[],th,0.0,False,519,,False,0.0004023665915854317
57602, กุตกใจเรื่องไลน์กลุ่มผู้ปกครองมากกว่าอีก อีดอก เด็กมหาลัยยังจะมีไลน์กลุ่มผู้ปกครองอีกเหรอ????????,[],[],th,0.0,False,591,,False,0.013023236387046949
57609," ประกาศสุดเซอร์ไพร์ส🎊
พิเศษ VIP คืนนี้ 19.00 น. ดูครบทุกตอน (4 EP.)

ตามไปอินกับเรื่องราวในโลกการ์ตูนวายของพวกเขากันได้เลย…",[],[],th,0.0,False,1537,,False,0.002104496165102367
57612, ฝากไว้ให้คิด ขอบคุณค่ะ ,[],[],th,0.0,False,34,,False,0.00024832990051897996
57623, โทนาฟ ,[],[],th,0.0,False,29,,False,0.005563941406992027
57627," เตรียมพบกับพวกเขา
ในงานแถลงข่าวเปิดโปรเจกต์อัลบั้มพิเศษ BOYS DON’T CRY
วันพฤหัสบดี ที่ 1 เม.ย. 64
เวลา 18.00 น.
ณ ลาน HELIX ศูน…",[],[],th,0.0,False,8,,False,0.0004643288659696134
57644, ปังมากค่ะอาจารย์ ,[],[],th,0.0,False,154,,False,0.002022643161684275
57662," ⚠️ tw : islamophobia

อิสลามโฟเบียน่ากลัวจริงๆ คิดว่าคนไทยบางกลุ่มต้องทำความเข้าใจเรื่องศาสนาให้มากกว่านี้ เคยมีแอคแสนฟอล…",[],[],th,0.0,False,143,,False,0.025094074391721188
57670, ตั้งแต่เกิดเรื่อง7 วัน วิปโยค นั่น ทำไมเรามีอคติกับพิธีกรและดาราบางคน ถึงขั้นเห็นหน้าไม่ได้เลย ยิ่งได้ยินเสียงยิ่งเกลียด เก…,[],[],th,0.0,False,187,,False,0.013283466897423326
57683, แจบอมลบแอคเค้า def.cnvs แล้วค่ะ ,[],[],th,0.0,False,393,,False,0.014979152607985258
57702," 🔮 5 ราศี มีโอกาสได้ของที่ต้องการ 🔮
(รีทวิต=ค่าครู)

ตุลย์
กรกฎ
กันย์
ธนู
มังกร

ไม่ว่าคุณจะต้องการอะไรอยู่ เช่น รถ บ้าน หรือ…",[],[],th,0.0,False,217,,False,0.00020536977002912578
57721, เออจริง ,[],[],th,0.0,False,172,,False,0.010643362390489328
57725, เจ็บก็คือเจ็บ พอก็คือพอ ต่อให้ทักมาอีก ก็ตอบ,[],[],th,0.0,False,1971,,False,0.002699709781588281
57740," สวัสดีคืออิชิปเป็นอะไรก่อน...55555
ลบตงานอดิเรก​คือเป็นโคนัน​เหรอ ",[],[],th,0.0,False,33,,False,4.056691437893916e-05
57742," น้ำตาล เครื่องเทศ สารพัดของกุ๊กกิ๊ก 🐹💖💕🍭🌈

 #TREASUREfanart #MASHIHO ",[],"['TREASUREfanart', 'MASHIHO']",th,0.0,False,157,,False,0.006657590045591503
57761, บนค่ะถ้าเราติดเภสัชไม่ก็บช เเจกตัง 100 1คน รีอย่างเดียว🥺  #สมรรถนะมข,[],['สมรรถนะมข'],th,0.0,False,127,,False,0.01032097690702948
57772, เนี่ยะ ชอบแบบนี้ 5555555 ตลก ,[],[],th,0.0,False,91,,False,0.012186715274876591
57806, ใครก็ได้ช่วยยินดีกับผมหน่อยได้ไหมครับ เพราะครอบครัวไม่มีใครสนใจผมเลย ,[],[],th,0.0,False,272,,False,0.00015156634473049226
57819, ได้อยู่ 💦 ,[],[],th,0.0,False,2,,False,3.769379874693787e-05
57864, rt ตามทักเดมครับ,[],[],th,0.0,False,5,,False,2.7604341783699015e-05
